City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
east london,100,ZA,1581949976,78,-33.02,27.91,71.6,21.92
hatillo,1,PR,1581949977,64,18.49,-66.83,84.0,18.34
butaritari,6,KI,1581949977,79,3.07,172.79,82.98,11.97
bathsheba,40,BB,1581949977,66,13.22,-59.52,84.2,24.16
hilo,75,US,1581949814,77,19.73,-155.09,69.8,8.05
tongzi,89,CN,1581949977,49,28.78,105.09,52.11,2.66
kapaa,51,US,1581949978,59,22.08,-159.32,68.0,8.99
dikson,100,RU,1581949979,91,73.51,80.55,3.11,23.44
minas novas,92,BR,1581949979,62,-17.22,-42.59,80.55,6.64
mwene-ditu,100,CD,1581949979,95,-7.0,23.45,69.93,3.69
tiksi,100,RU,1581949979,94,71.69,128.87,-7.73,5.75
laguna,1,US,1581949979,66,38.42,-121.42,54.0,10.29
sarangani,10,PH,1581949980,78,5.4,125.46,82.09,22.01
tautira,100,PF,1581949981,83,-17.73,-149.15,77.0,1.12
isangel,19,VU,1581949982,82,-19.55,169.27,78.33,17.25
gizo,100,SB,1581949982,86,-8.1,156.84,77.38,10.76
okhotsk,88,RU,1581949925,78,59.38,143.3,-6.77,5.91
opelousas,90,US,1581949983,100,30.53,-92.08,60.8,6.42
eydhafushi,58,MV,1581949857,79,5.1,73.07,82.63,18.75
ixtapa,75,MX,1581949984,100,20.7,-105.2,70.0,1.54
marystown,100,CA,1581949985,98,47.17,-55.15,31.59,11.03
saint-louis,67,SN,1581949985,5,16.33,-15.0,102.36,18.66
eirunepe,100,BR,1581949986,90,-6.66,-69.87,75.67,1.21
hofn,20,IS,1581949986,59,64.25,-15.21,37.4,24.16
aswan,0,EG,1581949888,22,24.09,32.91,77.0,2.24
sitka,90,US,1581949987,70,57.05,-135.33,33.8,6.93
cidreira,56,BR,1581949987,86,-30.18,-50.21,77.0,18.23
coaticook,90,CA,1581949987,72,45.13,-71.8,23.0,10.29
batsfjord,75,NO,1581949987,96,70.63,29.72,32.0,26.4
luderitz,0,NA,1581949987,54,-26.65,15.16,78.8,23.04
saint-pierre,75,RE,1581949988,74,-21.34,55.48,82.4,24.16
sao joao da barra,75,BR,1581949988,58,-21.64,-41.05,86.0,11.41
gomel,75,BY,1581949988,57,52.43,30.98,48.2,11.18
saint george,40,US,1581949974,56,37.1,-113.58,41.0,2.13
anadyr,100,RU,1581949803,69,64.75,177.48,-13.0,11.18
kholuy,100,RU,1581949989,83,56.58,41.87,35.65,16.26
pontianak,100,ID,1581949989,95,-0.03,109.33,71.98,2.53
lompoc,20,US,1581949989,93,34.64,-120.46,53.01,14.99
mayor pablo lagerenza,41,PY,1581949989,34,-19.93,-60.77,98.13,17.22
saskylakh,100,RU,1581949990,93,71.92,114.08,4.66,11.45
arraial do cabo,5,BR,1581949990,66,-22.97,-42.03,86.0,16.11
cape town,20,ZA,1581949929,53,-33.93,18.42,75.0,24.16
punta arenas,75,CL,1581949990,66,-53.15,-70.92,48.2,16.11
vanimo,95,PG,1581949990,79,-2.67,141.3,82.31,11.97
roald,75,NO,1581949991,81,62.58,6.13,44.6,17.22
san cristobal,40,VE,1581949991,40,7.77,-72.22,87.8,23.04
niteroi,100,BR,1581949991,74,-22.88,-43.1,89.6,8.86
murray bridge,53,AU,1581949991,94,-35.12,139.27,71.01,3.0
akaszto,54,HU,1581949991,44,46.69,19.2,60.01,9.17
pevek,100,RU,1581949991,99,69.7,170.31,-20.31,6.58
gardez,50,AF,1581949992,33,33.6,69.23,24.22,3.85
markova,100,UA,1581949992,41,48.68,24.41,57.2,4.47
katsuura,20,JP,1581949992,70,35.13,140.3,48.99,19.46
sechura,0,PE,1581949992,82,-5.56,-80.82,74.3,6.67
khromtau,0,KZ,1581949993,90,50.25,58.43,7.57,8.7
ola,0,RU,1581949984,77,59.58,151.28,-3.19,2.33
lagoa,88,PT,1581949993,57,39.05,-27.98,55.85,6.96
namibe,20,AO,1581949993,62,-15.2,12.15,84.2,9.17
bandarbeyla,17,SO,1581949994,76,9.49,50.81,77.27,15.48
georgetown,20,MY,1581949975,70,5.41,100.34,86.0,5.82
pisco,14,PE,1581949994,30,-13.7,-76.22,75.99,6.93
nouakchott,37,MR,1581949963,5,18.09,-15.98,93.2,21.92
rio claro,40,BR,1581949739,61,-22.41,-47.56,93.0,5.82
praia,15,CV,1581949995,37,14.92,-23.51,86.0,19.46
nantucket,1,US,1581949819,80,41.28,-70.1,42.8,5.82
raxaul,0,IN,1581949995,66,26.98,84.85,66.81,5.5
norman wells,5,CA,1581949996,67,65.28,-126.83,-27.4,10.29
avarua,100,CK,1581949996,88,-21.21,-159.78,80.6,12.75
new norfolk,0,AU,1581949996,76,-42.78,147.06,53.01,2.01
bambous virieux,75,MU,1581949996,83,-20.34,57.76,80.6,11.41
namatanai,70,PG,1581949996,79,-3.67,152.43,82.87,15.93
didam,75,NL,1581949996,70,51.94,6.13,48.99,21.92
khatanga,100,RU,1581949997,92,71.97,102.5,8.73,14.29
cockburn town,8,TC,1581949997,75,21.46,-71.14,77.09,20.78
hulan ergi,0,CN,1581949997,76,47.2,123.63,7.0,4.45
portland,75,US,1581949961,91,45.52,-122.68,39.2,3.36
santona,75,ES,1581949997,71,43.44,-3.46,55.99,14.99
salalah,0,OM,1581949998,57,17.02,54.09,77.0,5.82
willmar,90,US,1581949998,85,45.12,-95.04,24.8,3.36
khor,100,RU,1581949998,92,47.89,134.95,7.14,6.8
san felipe,100,VE,1581949838,54,10.34,-68.74,86.05,6.49
mar del plata,75,AR,1581949951,78,-38.0,-57.56,75.2,18.34
bredasdorp,74,ZA,1581949999,44,-34.53,20.04,75.2,10.29
olafsvik,43,IS,1581949999,78,64.89,-23.71,34.05,23.49
constitucion,40,CL,1581949999,62,-35.33,-72.42,63.37,11.45
waingapu,100,ID,1581950000,72,-9.66,120.26,84.79,7.16
mahajanga,20,MG,1581949758,70,-15.72,46.32,87.8,8.05
nikolskoye,75,RU,1581950001,75,59.7,30.79,42.8,11.18
manzhouli,0,CN,1581950001,87,49.6,117.43,4.91,8.05
richards bay,0,ZA,1581950001,83,-28.78,32.04,80.46,19.86
maneadero,0,MX,1581949803,93,31.72,-116.57,51.01,4.0
hambantota,20,LK,1581950002,83,6.12,81.12,82.4,12.75
kang,100,BW,1581950002,35,-23.68,22.79,88.99,6.46
port hawkesbury,90,CA,1581950003,99,45.62,-61.35,35.01,4.7
batagay,100,RU,1581950003,99,67.63,134.63,-7.62,0.98
gat,20,IL,1581950003,55,31.61,34.76,66.2,10.29
sfantu gheorghe,6,RO,1581950003,55,45.87,25.78,50.0,2.21
aksu,73,CN,1581950003,41,41.12,80.26,30.6,4.36
xining,100,CN,1581950003,29,36.62,101.77,22.01,3.78
victoria,0,HK,1581949910,33,22.29,114.16,60.8,10.29
ginda,0,IN,1581950004,59,30.69,78.49,48.07,4.07
luanda,75,AO,1581949865,79,-8.84,13.23,84.2,5.82
vaini,40,TO,1581950004,78,-21.2,-175.2,77.0,12.75
naze,90,JP,1581950004,54,28.37,129.48,53.6,32.21
dingle,5,PH,1581950005,87,11.0,122.67,72.57,10.63
santa rosa,75,PH,1581950005,78,14.31,121.11,80.01,6.93
taguatinga,34,BR,1581950005,68,-12.39,-46.57,85.28,3.8
mancio lima,75,BR,1581950005,79,-7.61,-72.9,86.0,3.36
samarai,89,PG,1581950006,86,-10.62,150.67,76.57,5.84
brownfield,90,US,1581950006,42,33.18,-102.27,52.0,12.75
pacific grove,1,US,1581949880,93,36.62,-121.92,51.01,4.7
tuktoyaktuk,40,CA,1581950006,74,69.45,-133.04,-22.0,11.41
thompson,40,CA,1581949764,82,55.74,-97.86,-18.4,5.82
xingyi,99,CN,1581950007,69,24.19,102.82,45.88,4.85
caravelas,100,BR,1581950007,66,-17.71,-39.25,81.7,4.16
khandbari,97,NP,1581950007,93,27.37,87.2,42.28,0.31
pochutla,5,MX,1581950007,57,15.74,-96.47,77.0,9.91
saint-philippe,75,RE,1581950008,74,-21.36,55.77,82.4,24.16
miraflores,5,MX,1581950008,50,19.22,-98.81,60.8,6.93
sur,70,OM,1581950008,51,22.57,59.53,70.02,7.54
belmonte,40,BR,1581950008,62,-15.86,-38.88,84.2,10.29
hede,0,CN,1581950009,54,33.77,120.25,37.92,15.84
jutai,94,BR,1581950009,86,-5.18,-68.9,78.08,1.41
carnarvon,99,AU,1581950009,88,-24.87,113.63,78.8,16.11
praya,15,CV,1581950009,37,14.92,-23.51,86.0,19.46
tecoanapa,0,MX,1581950010,49,16.52,-98.75,83.84,2.17
syracuse,20,IT,1581950010,59,37.09,15.28,63.0,10.29
lebu,7,CL,1581950010,45,-37.62,-73.65,66.76,6.04
coihaique,40,CL,1581949912,54,-45.58,-72.07,53.6,3.36
dauphin,90,CA,1581950010,84,51.15,-100.05,5.0,5.82
haines junction,100,CA,1581950010,97,60.75,-137.51,-2.67,4.92
upernavik,100,GL,1581950011,87,72.79,-56.15,1.89,1.63
buala,100,SB,1581950011,88,-8.14,159.59,78.48,10.94
whitehaven,91,GB,1581950011,80,54.55,-3.58,48.0,11.99
kununurra,100,AU,1581950012,79,-15.77,128.73,86.0,8.05
yumen,0,CN,1581950012,36,40.28,97.2,23.29,12.01
edd,0,ER,1581950012,32,13.93,41.69,92.91,20.51
san mariano,40,PH,1581950012,83,7.5,126.0,77.0,8.05
alberton,72,CA,1581950012,60,46.82,-64.07,35.01,12.8
myitkyina,0,MM,1581950012,57,25.38,97.4,64.36,3.74
la ronge,75,CA,1581950013,76,55.1,-105.28,-4.0,9.17
panorama,0,GR,1581950013,58,40.59,23.03,57.99,6.93
pingliang,100,CN,1581949932,31,35.54,106.69,25.47,2.66
vinh,100,VN,1581950013,75,18.67,105.67,57.72,2.59
mariental,100,NA,1581949969,35,-24.63,17.97,86.58,2.01
ormara,29,PK,1581950014,52,25.21,64.64,76.75,4.61
namtsy,96,RU,1581950014,74,62.72,129.67,-22.0,4.47
kaitangata,100,NZ,1581950014,94,-46.28,169.85,57.99,1.99
skjervoy,75,NO,1581950015,100,70.03,20.97,35.6,13.87
kokoda,96,PG,1581950015,91,-8.88,147.74,61.29,2.19
dukat,0,RU,1581949925,98,62.55,155.55,-17.95,2.82
ilulissat,75,GL,1581950015,65,69.22,-51.1,8.6,12.75
faya,0,SA,1581950016,40,18.39,42.45,73.4,11.41
touros,75,BR,1581950016,74,-5.2,-35.46,84.2,10.29
itaituba,20,BR,1581950016,66,-4.28,-55.98,87.8,11.41
vaitape,100,PF,1581949921,78,-16.52,-151.75,81.32,14.81
bonthe,0,SL,1581950018,55,7.53,-12.51,88.93,12.95
ahipara,0,NZ,1581950018,87,-35.17,173.17,66.88,8.21
high level,5,CA,1581950019,65,58.52,-117.14,-34.6,2.68
kaeo,0,NZ,1581950019,93,-35.1,173.78,66.0,5.28
milovice,100,CZ,1581950019,57,50.23,14.89,54.0,16.11
russell,90,US,1581949831,87,32.35,-85.2,54.0,6.93
nouadhibou,90,MR,1581950020,34,20.93,-17.03,78.8,12.75
torbay,90,CA,1581950020,98,47.67,-52.73,37.99,10.29
chumikan,0,RU,1581950020,82,54.72,135.31,2.68,3.0
filadelfia,20,US,1581949902,52,39.95,-75.16,45.0,12.75
priyutovo,100,RU,1581950021,93,53.9,53.93,20.62,20.92
hasaki,20,JP,1581950022,57,35.73,140.83,48.2,9.17
te anau,100,NZ,1581950022,98,-45.42,167.72,56.37,1.68
palana,100,RU,1581950022,97,59.12,159.97,-11.45,3.89
mahibadhoo,8,MV,1581950023,82,3.78,72.97,82.33,16.98
dunedin,74,NZ,1581949864,90,-45.87,170.5,57.99,13.51
etampes,75,FR,1581950023,62,48.43,2.15,54.0,19.46
husavik,90,IS,1581950023,74,66.04,-17.34,33.8,16.11
bengkulu,91,ID,1581950023,86,-3.8,102.27,75.15,2.98
ubinskoye,100,RU,1581950024,94,55.31,79.68,14.92,8.19
kyren,67,RU,1581950024,84,51.68,102.14,7.34,3.02
cabedelo,75,BR,1581950024,66,-6.98,-34.83,87.8,11.41
deputatskiy,91,RU,1581950024,95,69.3,139.9,-4.94,3.4
severo-kurilsk,91,RU,1581950025,92,50.68,156.12,12.09,11.63
tiarei,99,PF,1581950025,83,-17.53,-149.33,77.0,1.12
kovernino,100,RU,1581950025,87,57.13,43.81,34.47,17.67
umtata,75,ZA,1581950025,64,-31.59,28.78,69.8,13.87
mecca,4,SA,1581949810,44,21.43,39.83,80.65,19.15
montepuez,91,MZ,1581950026,92,-13.13,39.0,79.27,2.35
porto walter,0,BR,1581949807,52,-8.27,-72.74,89.15,3.18
vouliagmeni,20,GR,1581950027,50,37.82,23.78,61.0,19.46
paragominas,100,BR,1581950027,79,-2.97,-47.48,84.49,2.84
coos bay,1,US,1581949959,100,43.37,-124.22,39.2,5.82
hamilton,75,US,1581949917,80,39.18,-84.53,37.0,8.05
faanui,100,PF,1581950028,78,-16.48,-151.75,81.32,14.81
krivosheino,100,RU,1581949985,92,57.34,83.93,23.05,7.05
thunder bay,90,CA,1581949875,69,48.4,-89.32,17.01,5.82
mao,90,ES,1581950029,82,39.89,4.27,57.2,12.75
ancud,40,CL,1581950029,67,-41.87,-73.82,57.2,2.24
ucluelet,0,CA,1581950029,83,48.93,-125.55,32.34,3.4
naberera,68,TZ,1581950029,63,-4.2,36.93,77.54,10.83
kuju,0,IN,1581950030,45,23.72,85.5,68.0,7.23
omsukchan,80,RU,1581950030,99,62.53,155.8,-21.95,4.23
turayf,20,SA,1581950032,54,31.67,38.66,59.0,5.82
mezen,100,RU,1581950032,99,65.85,44.24,34.45,13.49
mehamn,90,NO,1581950032,89,71.04,27.85,33.8,20.8
mumford,72,GH,1581950033,55,5.26,-0.76,89.8,12.37
natal,75,BR,1581949955,74,-5.79,-35.21,86.0,10.29
bollnas,77,SE,1581950034,65,61.35,16.39,46.99,4.0
sambava,84,MG,1581950034,96,-14.27,50.17,77.0,1.77
coffeyville,90,US,1581950034,100,37.04,-95.62,55.0,6.29
zhezkazgan,0,KZ,1581950034,92,47.8,67.71,3.31,6.17
kuito,75,AO,1581950035,64,-12.38,16.93,73.4,11.41
iquitos,40,PE,1581949916,100,-3.75,-73.25,42.8,3.36
bambanglipuro,100,ID,1581950035,91,-7.95,110.28,74.66,3.38
kamakwie,48,SL,1581950035,8,9.5,-12.23,105.04,4.32
port macquarie,90,AU,1581950035,100,-31.43,152.92,68.0,11.59
biltine,31,TD,1581950036,9,14.53,20.92,93.52,11.7
vilyuysk,91,RU,1581949985,98,63.76,121.62,-5.24,1.68
cap malheureux,75,MU,1581950036,83,-19.98,57.61,80.6,11.41
doha,100,QA,1581949935,68,25.29,51.53,75.2,8.05
riverton,1,US,1581950036,86,40.52,-111.94,32.0,8.05
lima,3,PE,1581949330,69,-12.04,-77.03,78.8,9.17
oxford,20,GB,1581949800,71,51.75,-1.26,52.0,17.22
klaksvik,60,FO,1581950037,81,62.23,-6.59,42.8,11.41
port hedland,0,AU,1581950037,83,-20.32,118.57,84.2,10.29
alihe,97,CN,1581950038,92,50.57,123.72,11.44,4.05
kijang,0,KR,1581950038,39,35.24,129.21,28.4,11.41
lang son,38,VN,1581950038,65,21.83,106.73,50.38,4.63
chebsara,90,RU,1581950038,80,59.2,38.84,41.0,15.66
pilar,75,BR,1581950038,55,-9.6,-35.96,87.8,10.29
talnakh,75,RU,1581949984,84,69.49,88.4,8.6,24.61
the valley,40,AI,1581950030,69,18.22,-63.06,80.6,16.11
calvinia,0,ZA,1581950039,12,-31.47,19.78,82.04,12.62
pinawa,100,CA,1581950039,94,50.15,-95.88,7.21,3.58
tasiilaq,100,GL,1581950039,72,65.61,-37.64,32.0,12.75
wawa,62,NG,1581950040,16,9.9,4.42,92.39,4.32
menongue,94,AO,1581950040,75,-14.66,17.69,75.22,4.85
luang prabang,43,LA,1581950040,52,19.89,102.13,69.8,9.17
pucallpa,35,PE,1581950041,43,-8.38,-74.55,93.61,3.13
nelson bay,56,AU,1581950041,94,-32.72,152.15,70.0,2.13
flinders,90,AU,1581950041,100,-34.58,150.86,72.0,5.59
ndende,87,GA,1581950041,69,-2.4,11.36,85.19,5.59
oktyabrskiy,100,RU,1581950041,90,54.48,53.47,25.5,19.69
sarai naurang,88,PK,1581950041,24,32.83,70.78,59.65,2.62
wajima,100,JP,1581950042,67,37.4,136.9,39.72,23.62
talaya,70,RU,1581950042,100,61.38,152.75,-23.21,0.92
karatuzskoye,100,RU,1581950042,92,53.61,92.87,9.68,0.38
kodiak,90,US,1581950042,86,57.79,-152.41,39.2,9.17
tuatapere,100,NZ,1581950043,96,-46.13,167.68,55.99,1.01
ponta do sol,20,PT,1581950043,64,32.67,-17.1,68.0,14.99
san patricio,75,MX,1581950043,94,19.22,-104.7,75.2,5.82
san pedro,75,PH,1581950043,78,14.35,121.02,80.01,6.93
north platte,20,US,1581949802,79,41.12,-100.77,33.01,6.93
komsomolskiy,75,UZ,1581950044,42,40.43,71.72,39.2,4.7
ocampo,100,MX,1581950044,45,21.65,-101.5,62.47,2.04
zima,0,RU,1581950044,92,53.92,102.04,4.84,2.35
telde,20,ES,1581950044,64,27.99,-15.42,71.6,27.51
mount darwin,53,ZW,1581950044,66,-16.77,31.58,76.62,4.54
uvalde,90,US,1581950044,100,29.37,-99.77,62.6,3.36
salaga,24,GH,1581950045,12,8.55,-0.52,106.07,3.44
olinda,40,BR,1581950045,66,-8.01,-34.86,87.8,10.29
cape canaveral,90,US,1581950045,100,28.41,-80.6,71.01,4.7
lishan,100,CN,1581950046,53,31.86,113.3,39.52,1.7
minsk,100,BY,1581950046,70,53.9,27.57,46.4,13.42
norrtalje,75,SE,1581950046,68,59.76,18.7,46.4,26.4
yerbogachen,0,RU,1581950046,96,61.28,108.01,-7.42,2.82
bilma,0,NE,1581950047,14,18.69,12.92,80.89,5.82
jumla,5,NP,1581950047,69,29.27,82.18,34.48,4.92
mana,70,GF,1581950047,60,5.66,-53.78,83.62,7.31
superior,90,US,1581949758,85,46.72,-92.1,21.99,11.41
ocean city,1,US,1581950048,52,39.28,-74.57,46.99,9.17
kamaishi,100,JP,1581950048,78,39.27,141.88,36.16,5.12
yulara,92,AU,1581950049,20,-25.24,130.99,95.0,18.34
alyangula,100,AU,1581950050,79,-13.85,136.42,84.2,1.12
chifeng,0,CN,1581950050,65,42.27,118.96,17.65,7.45
mapiri,65,BO,1581950050,57,-15.25,-68.17,84.94,1.63
crawfordsville,40,US,1581949835,80,40.04,-86.87,39.0,10.29
manfredonia,20,IT,1581950019,41,41.63,15.91,64.4,11.41
alto araguaia,17,BR,1581950051,76,-17.31,-53.22,80.65,8.75
mayo,1,US,1581950051,60,38.89,-76.51,46.0,8.05
juegang,0,CN,1581950051,49,32.32,121.19,39.0,1.99
bud,1,US,1581950051,80,39.45,-86.18,39.99,8.05
darhan,100,MN,1581950051,90,49.49,105.92,5.54,0.63
woodland,1,US,1581949919,64,38.68,-121.77,53.6,13.87
dzhebariki-khaya,99,RU,1581950054,98,62.22,135.8,-9.04,1.72
mekhe,62,SN,1581950054,8,15.11,-16.62,96.8,13.87
kuressaare,75,EE,1581950054,81,58.25,22.5,43.0,20.8
miyakonojo,90,JP,1581949908,80,31.73,131.07,39.2,24.16
broken hill,0,AU,1581950055,22,-31.95,141.43,78.8,3.33
pandan,0,PH,1581950055,74,14.05,124.17,79.88,19.62
andra,55,RU,1581950055,92,62.51,65.89,12.06,11.48
udachnyy,75,RU,1581950056,84,66.42,112.4,-0.4,6.71
nanortalik,99,GL,1581950056,56,60.14,-45.24,21.92,13.96
beringovskiy,100,RU,1581950057,94,63.05,179.32,-5.89,23.51
puerto maldonado,20,PE,1581950057,100,-12.6,-69.18,33.8,6.93
yabassi,40,CM,1581950057,56,4.46,9.97,93.2,5.82
almoloya,5,MX,1581950057,60,19.7,-98.4,41.0,4.7
gambela,18,ET,1581950057,20,8.25,34.58,101.14,6.33
lakatoro,100,VU,1581950057,78,-16.1,167.42,82.15,14.79
nuuk,20,GL,1581950058,66,64.18,-51.72,14.0,17.22
saldanha,40,ZA,1581950058,71,-33.01,17.94,78.8,11.41
devrek,0,TR,1581950058,65,41.22,31.96,46.4,14.99
catamarca,1,AR,1581949837,67,-28.47,-65.79,82.0,1.99
kavaratti,0,IN,1581950058,69,10.57,72.64,82.47,5.7
jos,100,NG,1581950058,11,9.92,8.9,89.51,6.13
erzin,20,TR,1581950059,41,36.96,36.2,66.2,1.57
abha,0,SA,1581950059,40,18.22,42.51,73.4,11.41
swellendam,100,ZA,1581950059,44,-34.02,20.44,75.2,10.29
mbandaka,99,CD,1581950060,41,0.05,18.26,92.55,5.73
east stroudsburg,1,US,1581950060,74,41.0,-75.18,42.01,9.17
forestville,1,US,1581950060,52,38.85,-76.88,46.0,3.36
fairbanks,1,US,1581949803,75,64.84,-147.72,-5.01,1.39
mantamados,0,GR,1581950060,51,39.31,26.33,60.8,10.29
warrnambool,4,AU,1581950060,89,-38.38,142.48,62.01,8.46
bara,51,NG,1581950061,11,10.37,10.73,95.97,8.16
kitui,14,KE,1581950061,68,-1.37,38.01,78.01,6.44
tabas,50,IR,1581950061,18,33.6,56.92,60.8,2.24
kruisfontein,5,ZA,1581949933,70,-34.0,24.73,71.6,17.9
karak,40,JO,1581950062,47,31.17,35.75,59.0,4.7
los llanos de aridane,20,ES,1581950062,64,28.66,-17.92,75.99,13.87
cajnice,0,BA,1581950062,17,43.56,19.07,68.0,8.05
veraval,0,IN,1581950062,67,20.9,70.37,71.6,3.33
altay,72,CN,1581950062,46,47.87,88.12,7.25,3.71
saint-raphael,75,HT,1581950062,73,19.43,-72.2,77.0,8.05
korgen,75,NO,1581950063,92,66.08,13.82,44.6,2.24
alfatar,40,BG,1581950063,41,43.95,27.28,57.2,9.17
kars,75,TR,1581950063,85,40.6,43.09,30.2,9.17
jacareacanga,40,BR,1581950063,70,-6.22,-57.75,89.6,4.7
port lincoln,0,AU,1581950064,81,-34.73,135.87,64.53,16.75
dhangadhi,0,NP,1581950064,53,28.71,80.6,61.23,6.24
balkhash,100,KZ,1581950064,95,46.84,74.98,24.82,5.61
chardara,100,KZ,1581950064,51,41.25,67.97,43.41,12.68
vikulovo,100,RU,1581950065,93,56.82,70.61,22.17,5.73
guilin,24,CN,1581950065,43,25.28,110.29,51.8,6.71
chimore,63,BO,1581950065,90,-16.98,-65.13,81.77,5.48
nishihara,75,JP,1581950065,50,26.18,127.76,55.4,24.16
honningsvag,75,NO,1581950066,86,70.98,25.97,33.8,17.22
chioggia,90,IT,1581950066,93,45.23,12.29,62.01,4.7
bonavista,100,CA,1581950067,87,48.65,-53.11,30.99,1.01
vestmanna,66,FO,1581950067,81,62.16,-7.17,42.8,11.41
berlevag,90,NO,1581950067,81,70.86,29.09,32.0,20.8
ambositra,100,MG,1581950067,98,-20.52,47.25,63.77,4.43
road town,20,VG,1581950067,74,18.42,-64.62,82.0,10.29
shaoguan,0,CN,1581950024,81,24.8,113.58,44.65,1.57
tabuk,99,PH,1581950068,91,17.42,121.44,68.09,12.75
halle,20,DE,1581950068,57,51.5,12.0,53.01,14.99
conde,75,BR,1581949877,66,-7.26,-34.91,87.8,11.41
souillac,75,MU,1581950068,83,-20.52,57.52,80.6,11.41
baykit,94,RU,1581949925,99,61.67,96.37,0.72,0.87
akdepe,100,TM,1581950069,59,42.06,59.38,37.4,13.87
semey,40,KZ,1581950069,79,50.41,80.23,23.0,11.18
